,cust_id,region,signup_date,total_invoices,max_invoice_amount,is_high_value
641,C0641,EU,2022-10-04,1.0,74.74,False
642,C0642,EU,2022-10-05,1.0,210.65,False
643,C0643,EU,2022-10-06,1.0,2.38,False
644,C0644,EU,2022-10-07,1.0,122.03,False
645,C0645,APAC,2022-10-08,,,
646,C0646,,2022-10-09,,,
647,C0647,,2022-10-10,1.0,82.9,False
648,C0648,APAC,2022-10-11,,,
649,C0649,,2022-10-12,1.0,43.64,False
650,C0650,EU,2022-10-13,,,
651,C0651,,2022-10-14,,,
652,C0652,,2022-10-15,,,
653,C0653,,2022-10-16,,,
654,C0654,,2022-10-17,,,
655,C0655,EU,2022-10-18,,,
656,C0656,EU,2022-10-19,,,
657,C0657,EU,2022-10-20,,,
658,C0658,,2022-10-21,2.0,156.16,False
659,C0659,,2022-10-22,1.0,234.64,True
660,C0660,EU,2022-10-23,,,
661,C0661,APAC,2022-10-24,1.0,6.59,False
662,C0662,,2022-10-25,1.0,143.71,False
663,C0663,EU,2022-10-26,1.0,99.03,False
664,C0664,EU,2022-10-27,,,
665,C0665,EU,2022-10-28,1.0,9.27,False
666,C0666,EU,2022-10-29,1.0,82.5,False
667,C0667,EU,2022-10-30,,,
668,C0668,EU,2022-10-31,,,
669,C0669,EU,2022-11-01,1.0,113.12,False
670,C0670,EU,2022-11-02,,,
671,C0671,APAC,2022-11-03,,,
672,C0672,EU,2022-11-04,1.0,88.22,False
673,C0673,,2022-11-05,1.0,113.62,False
674,C0674,,2022-11-06,1.0,203.67,True
675,C0675,APAC,2022-11-07,,,
676,C0676,EU,2022-11-08,1.0,445.79,True
677,C0677,EU,2022-11-09,,,
678,C0678,APAC,2022-11-10,1.0,331.52,True
679,C0679,APAC,2022-11-11,3.0,787.34,True
680,C0680,APAC,2022-11-12,,,
681,C0681,EU,2022-11-13,,,
682,C0682,EU,2022-11-14,,,
683,C0683,,2022-11-15,2.0,281.81,True
684,C0684,APAC,2022-11-16,,,
685,C0685,,2022-11-17,1.0,78.31,False
686,C0686,,2022-11-18,,,
687,C0687,EU,2022-11-19,,,
688,C0688,APAC,2022-11-20,,,
689,C0689,EU,2022-11-21,1.0,563.35,True
690,C0690,EU,2022-11-22,,,
691,C0691,,2022-11-23,,,
692,C0692,,2022-11-24,1.0,5.07,False
693,C0693,EU,2022-11-25,2.0,166.48,False
694,C0694,EU,2022-11-26,,,
695,C0695,,2022-11-27,,,
696,C0696,EU,2022-11-28,1.0,69.99,False
697,C0697,,2022-11-29,,,
698,C0698,EU,2022-11-30,1.0,204.02,True
699,C0699,,2022-12-01,,,
700,C0700,,2022-12-02,1.0,22.53,False
701,C0701,EU,2022-12-03,,,
702,C0702,EU,2022-12-04,2.0,117.56,False
703,C0703,EU,2027-11-11,4.0,248.78,True
704,C0704,EU,2022-12-06,2.0,44.69,False
705,C0705,APAC,2022-12-07,,,
706,C0706,EU,2022-12-08,,,
707,C0707,APAC,2022-12-09,,,
708,C0708,EU,2022-12-10,,,
709,C0709,,2022-12-11,1.0,260.62,False
710,C0710,APAC,2022-12-12,,,
711,C0711,,2022-12-13,,,
712,C0712,,2022-12-14,,,
713,C0713,,2022-12-15,,,
714,C0714,EU,2022-12-16,1.0,414.9,True
715,C0715,APAC,2022-12-17,,,
716,C0716,APAC,2022-12-18,1.0,311.08,True
717,C0717,APAC,2022-12-19,1.0,84.14,False
718,C0718,EU,2022-12-20,,,
719,C0719,,2022-12-21,,,
720,C0720,APAC,2022-12-22,,,
721,C0721,EU,2022-12-23,2.0,231.48,True
722,C0722,EU,2022-12-24,2.0,254.29,True
723,C0723,,2022-12-25,1.0,402.76,False
724,C0724,,2027-11-11,,,
725,C0725,APAC,2022-12-27,1.0,34.8,False
726,C0726,EU,2022-12-28,,,
727,C0727,APAC,2022-12-29,,,
728,C0728,EU,2022-12-30,,,
729,C0729,EU,2022-12-31,,,
730,C0730,EU,2023-01-01,2.0,54.63,False
731,C0731,APAC,2023-01-02,,,
732,C0732,,2023-01-03,1.0,242.66,True
733,C0733,,2023-01-04,,,
734,C0734,EU,2023-01-05,,,
735,C0735,APAC,2023-01-06,,,
736,C0736,EU,2023-01-07,,,
737,C0737,APAC,2023-01-08,,,
738,C0738,,2023-01-09,,,
739,C0739,EU,2023-01-10,,,
740,C0740,,2023-01-11,,,
741,C0741,EU,2023-01-12,1.0,321.81,False
742,C0742,,2023-01-13,1.0,148.58,False
743,C0743,,2023-01-14,1.0,206.45,False
744,C0744,EU,2023-01-15,,,
745,C0745,APAC,2023-01-16,,,
746,C0746,EU,2023-01-17,2.0,45.25,False
747,C0747,,2023-01-18,2.0,171.8,False
748,C0748,APAC,2023-01-19,,,
749,C0749,,2023-01-20,1.0,58.79,False
750,C0750,EU,2023-01-21,1.0,79.33,False
751,C0751,APAC,2023-01-22,,,
752,C0752,,2023-01-23,,,
753,C0753,EU,2023-01-24,2.0,36.55,False
754,C0754,EU,2023-01-25,1.0,20.63,False
755,C0755,APAC,2023-01-26,1.0,104.44,False
756,C0756,,2023-01-27,1.0,461.53,False
757,C0757,,2023-01-28,1.0,90.23,False
758,C0758,APAC,2023-01-29,2.0,58.57,False
759,C0759,APAC,2023-01-30,1.0,215.39,False
760,C0760,EU,2023-01-31,,,
761,C0761,EU,2027-11-11,2.0,178.01,False
762,C0762,EU,2023-02-02,1.0,18.4,False
763,C0763,,2023-02-03,3.0,273.81,True
764,C0764,EU,2023-02-04,1.0,258.29,True
765,C0765,,2023-02-05,,,
766,C0766,APAC,2023-02-06,,,
767,C0767,APAC,2023-02-07,,,
768,C0768,EU,2023-02-08,,,
769,C0769,APAC,2023-02-09,1.0,33.16,False
770,C0770,EU,2023-02-10,,,
771,C0771,APAC,2023-02-11,1.0,180.04,False
772,C0772,EU,2023-02-12,1.0,410.92,True
773,C0773,EU,2023-02-13,1.0,120.27,False
774,C0774,APAC,2023-02-14,2.0,328.26,True
775,C0775,EU,2023-02-15,1.0,8.11,False
776,C0776,EU,2023-02-16,1.0,385.14,True
777,C0777,,2023-02-17,,,
778,C0778,,2023-02-18,1.0,19.37,False
779,C0779,,2023-02-19,,,
780,C0780,,2023-02-20,,,
781,C0781,,2023-02-21,,,
782,C0782,EU,2023-02-22,2.0,50.52,False
783,C0783,EU,2023-02-23,,,
784,C0784,EU,2023-02-24,1.0,108.26,False
785,C0785,APAC,2023-02-25,,,
786,C0786,,2023-02-26,1.0,433.05,True
787,C0787,,2023-02-27,,,
788,C0788,,2023-02-28,,,
789,C0789,APAC,2023-03-01,2.0,276.75,False
790,C0790,EU,2023-03-02,,,
791,C0791,,2023-03-03,3.0,136.12,False
792,C0792,,2023-03-04,1.0,185.82,False
793,C0793,,2023-03-05,2.0,183.13,False
794,C0794,EU,2023-03-06,1.0,169.98,False
795,C0795,APAC,2023-03-07,,,
796,C0796,APAC,2023-03-08,1.0,78.15,False
797,C0797,,2023-03-09,,,
798,C0798,,2027-11-11,1.0,115.99,False
799,C0799,APAC,2023-03-11,,,
800,C0800,,2023-03-12,1.0,257.87,False
801,C0801,EU,2023-03-13,,,
802,C0802,,2027-11-11,,,
803,C0803,,2023-03-15,,,
804,C0804,,2023-03-16,1.0,109.64,False
805,C0805,,2023-03-17,1.0,166.06,False
806,C0806,APAC,2023-03-18,4.0,227.88,False
807,C0807,APAC,2023-03-19,,,
808,C0808,,2023-03-20,,,
809,C0809,EU,2023-03-21,,,
810,C0810,APAC,2023-03-22,,,
811,C0811,APAC,2023-03-23,1.0,222.6,True
812,C0812,EU,2023-03-24,,,
813,C0813,APAC,2023-03-25,1.0,167.4,False
814,C0814,APAC,2027-11-11,0.0,,False
815,C0815,,2023-03-27,2.0,474.46,True
816,C0816,,2023-03-28,,,
817,C0817,EU,2023-03-29,,,
818,C0818,EU,2027-11-11,,,
819,C0819,EU,2023-03-31,1.0,22.35,False
820,C0820,APAC,2023-04-01,,,
821,C0821,EU,2023-04-02,,,
822,C0822,EU,2023-04-03,,,
823,C0823,EU,2023-04-04,1.0,39.27,False
824,C0824,,2023-04-05,1.0,5.44,False
825,C0825,APAC,2023-04-06,2.0,383.96,True
826,C0826,EU,2023-04-07,,,
827,C0827,EU,2023-04-08,1.0,302.37,True
828,C0828,,2023-04-09,,,
829,C0829,,2023-04-10,,,
830,C0830,EU,2023-04-11,1.0,6.98,False
831,C0831,,2023-04-12,2.0,112.34,False
832,C0832,EU,2023-04-13,,,
833,C0833,EU,2023-04-14,1.0,207.1,True
834,C0834,,2023-04-15,1.0,414.54,True
835,C0835,,2023-04-16,,,
836,C0836,APAC,2023-04-17,,,
837,C0837,EU,2023-04-18,,,
838,C0838,,2023-04-19,,,
839,C0839,,2023-04-20,2.0,500.05,False
840,C0840,EU,2027-11-11,,,
841,C0841,,2023-04-22,,,
842,C0842,EU,2023-04-23,2.0,285.28,True
843,C0843,APAC,2023-04-24,,,
844,C0844,EU,2023-04-25,,,
845,C0845,,2023-04-26,2.0,66.79,False
846,C0846,EU,2023-04-27,,,
847,C0847,APAC,2027-11-11,,,
848,C0848,,2023-04-29,,,
849,C0849,,2023-04-30,1.0,19.56,False
850,C0850,EU,2023-05-01,1.0,8.29,False
851,C0851,,2023-05-02,,,
852,C0852,EU,2023-05-03,,,
853,C0853,APAC,2023-05-04,,,
854,C0854,EU,2023-05-05,,,
855,C0855,EU,2023-05-06,,,
856,C0856,EU,2023-05-07,,,
857,C0857,,2027-11-11,1.0,128.32,False
858,C0858,,2023-05-09,1.0,66.69,False
859,C0859,EU,2023-05-10,,,
860,C0860,APAC,2023-05-11,,,
861,C0861,,2023-05-12,,,
862,C0862,,2023-05-13,,,
863,C0863,,2027-11-11,0.0,,False
864,C0864,,2023-05-15,,,
865,C0865,,2023-05-16,,,
866,C0866,EU,2023-05-17,1.0,94.7,False
867,C0867,EU,2023-05-18,,,
868,C0868,APAC,2023-05-19,4.0,477.7,True
869,C0869,APAC,2023-05-20,2.0,456.23,False
870,C0870,EU,2023-05-21,1.0,566.09,True
871,C0871,EU,2023-05-22,2.0,19.19,False
872,C0872,,2023-05-23,1.0,209.91,False
873,C0873,,2023-05-24,,,
874,C0874,EU,2027-11-11,,,
875,C0875,EU,2023-05-26,1.0,35.97,False
876,C0876,,2023-05-27,,,
877,C0877,,2023-05-28,1.0,4.59,False
878,C0878,EU,2023-05-29,,,
879,C0879,EU,2023-05-30,1.0,387.68,False
880,C0880,EU,2023-05-31,,,
881,C0881,,2023-06-01,1.0,197.95,False
882,C0882,EU,2023-06-02,,,
883,C0883,EU,2023-06-03,2.0,150.99,False
884,C0884,APAC,2023-06-04,,,
885,C0885,EU,2023-06-05,1.0,182.3,False
886,C0886,,2023-06-06,2.0,158.37,False
887,C0887,EU,2023-06-07,,,
888,C0888,EU,2023-06-08,1.0,276.4,True
889,C0889,EU,2023-06-09,2.0,182.0,False
890,C0890,,2023-06-10,1.0,17.23,False
891,C0891,APAC,2023-06-11,1.0,10.6,False
892,C0892,APAC,2023-06-12,,,
893,C0893,EU,2023-06-13,,,
894,C0894,,2023-06-14,1.0,393.92,True
895,C0895,EU,2023-06-15,2.0,205.87,True
896,C0896,EU,2023-06-16,1.0,504.59,False
897,C0897,APAC,2023-06-17,,,
898,C0898,EU,2023-06-18,1.0,18.47,False
899,C0899,EU,2023-06-19,1.0,47.23,False
900,C0900,EU,2023-06-20,,,
901,C0901,EU,2023-06-21,,,
902,C0902,EU,2023-06-22,,,
903,C0903,,2023-06-23,1.0,2.05,False
904,C0904,,2023-06-24,,,
905,C0905,APAC,2023-06-25,1.0,112.57,False
906,C0906,APAC,2027-11-11,,,
907,C0907,EU,2023-06-27,,,
908,C0908,EU,2023-06-28,2.0,308.21,True
909,C0909,EU,2023-06-29,1.0,1.24,False
910,C0910,,2023-06-30,2.0,158.36,False
911,C0911,EU,2023-07-01,,,
912,C0912,,2023-07-02,1.0,7.02,False
913,C0913,,2023-07-03,,,
914,C0914,,2023-07-04,2.0,220.2,False
915,C0915,,2023-07-05,1.0,216.27,False
916,C0916,EU,2027-11-11,1.0,231.17,True
917,C0917,APAC,2023-07-07,,,
918,C0918,APAC,2023-07-08,1.0,52.08,False
919,C0919,EU,2023-07-09,1.0,13.06,False
920,C0920,APAC,2023-07-10,,,
921,C0921,,2027-11-11,,,
922,C0922,APAC,2023-07-12,3.0,221.54,False
923,C0923,APAC,2023-07-13,1.0,243.2,True
924,C0924,,2023-07-14,,,
925,C0925,EU,2023-07-15,2.0,244.66,False
926,C0926,EU,2023-07-16,1.0,5.2,False
927,C0927,,2023-07-17,,,
928,C0928,,2023-07-18,,,
929,C0929,EU,2023-07-19,,,
930,C0930,EU,2023-07-20,,,
931,C0931,APAC,2023-07-21,1.0,85.11,False
932,C0932,APAC,2023-07-22,1.0,88.94,False
933,C0933,,2023-07-23,,,
934,C0934,EU,2023-07-24,,,
935,C0935,EU,2023-07-25,1.0,127.69,False
936,C0936,EU,2023-07-26,,,
937,C0937,APAC,2023-07-27,,,
938,C0938,EU,2023-07-28,2.0,305.8,True
939,C0939,,2023-07-29,,,
940,C0940,EU,2023-07-30,,,
941,C0941,,2023-07-31,1.0,160.42,False
942,C0942,,2023-08-01,1.0,523.37,True
943,C0943,APAC,2023-08-02,,,
944,C0944,EU,2023-08-03,2.0,325.42,False
945,C0945,EU,2023-08-04,1.0,98.74,False
946,C0946,EU,2023-08-05,,,
947,C0947,APAC,2023-08-06,3.0,204.15,True
948,C0948,APAC,2023-08-07,1.0,30.73,False
949,C0949,,2023-08-08,2.0,178.25,False
950,C0950,,2023-08-09,1.0,276.01,False
951,C0951,,2023-08-10,2.0,547.08,True
952,C0952,EU,2023-08-11,,,
953,C0953,APAC,2023-08-12,,,
954,C0954,,2023-08-13,1.0,2.69,False
955,C0955,EU,2023-08-14,,,
956,C0956,,2023-08-15,,,
957,C0957,EU,2023-08-16,,,
958,C0958,EU,2023-08-17,,,
959,C0959,,2023-08-18,,,
960,C0960,EU,2023-08-19,,,
961,C0961,,2023-08-20,1.0,195.65,False
962,C0962,EU,2023-08-21,1.0,11.72,False
963,C0963,EU,2023-08-22,,,
964,C0964,EU,2023-08-23,1.0,48.29,False
965,C0965,EU,2023-08-24,2.0,111.69,False
966,C0966,,2023-08-25,,,
967,C0967,EU,2023-08-26,,,
968,C0968,,2023-08-27,,,
969,C0969,,2023-08-28,,,
970,C0970,,2023-08-29,,,
971,C0971,APAC,2023-08-30,,,
972,C0972,,2027-11-11,1.0,182.26,False
973,C0973,EU,2023-09-01,1.0,159.47,False
974,C0974,EU,2023-09-02,2.0,289.18,True
975,C0975,EU,2023-09-03,1.0,122.63,False
976,C0976,,2027-11-11,,,
977,C0977,EU,2023-09-05,,,
978,C0978,,2023-09-06,1.0,33.48,False
979,C0979,,2027-11-11,,,
980,C0980,EU,2023-09-08,,,
981,C0981,APAC,2027-11-11,1.0,193.1,False
982,C0982,EU,2023-09-10,,,
983,C0983,EU,2023-09-11,,,
984,C0984,,2023-09-12,1.0,398.46,True
985,C0985,,2023-09-13,1.0,83.1,False
986,C0986,,2023-09-14,1.0,215.48,True
987,C0987,,2027-11-11,1.0,335.0,True
988,C0988,EU,2023-09-16,,,
989,C0989,APAC,2023-09-17,,,
990,C0990,APAC,2023-09-18,2.0,43.93,False
991,C0991,,2023-09-19,1.0,57.9,False
992,C0992,EU,2023-09-20,,,
993,C0993,,2023-09-21,,,
994,C0994,EU,2023-09-22,,,
995,C0995,EU,2023-09-23,,,
996,C0996,APAC,2023-09-24,,,
997,C0997,EU,2023-09-25,1.0,225.31,True
998,C0998,APAC,2023-09-26,,,
999,C0999,,2023-09-27,2.0,206.78,False
1000,C1000,EU,2023-09-28,,,
1001,C1001,,2023-09-29,,,
1002,C1002,APAC,2023-09-30,,,
1003,C1003,,2023-10-01,1.0,208.59,True
1004,C1004,APAC,2023-10-02,1.0,20.76,False
1005,C1005,,2023-10-03,,,
1006,C1006,,2023-10-04,,,
1007,C1007,APAC,2023-10-05,,,
1008,C1008,EU,2023-10-06,,,
1009,C1009,,2023-10-07,,,
1010,C1010,EU,2023-10-08,,,
1011,C1011,APAC,2023-10-09,1.0,196.66,False
1012,C1012,APAC,2023-10-10,,,
1013,C1013,EU,2023-10-11,,,
1014,C1014,,2023-10-12,,,
1015,C1015,APAC,2023-10-13,,,
1016,C1016,EU,2023-10-14,1.0,17.03,False
1017,C1017,,2023-10-15,,,
1018,C1018,APAC,2027-11-11,2.0,121.21,False
1019,C1019,EU,2023-10-17,1.0,118.46,False
1020,C1020,,2023-10-18,,,
1021,C1021,EU,2023-10-19,,,
1022,C1022,APAC,2023-10-20,1.0,47.29,False
1023,C1023,APAC,2023-10-21,,,
1024,C1024,APAC,2023-10-22,1.0,50.18,False
1025,C1025,,2023-10-23,,,
1026,C1026,APAC,2023-10-24,,,
1027,C1027,APAC,2023-10-25,,,
1028,C1028,EU,2023-10-26,1.0,95.6,False
1029,C1029,APAC,2023-10-27,,,
1030,C1030,EU,2023-10-28,,,
1031,C1031,,2023-10-29,1.0,319.89,True
1032,C1032,EU,2023-10-30,1.0,29.0,False
1033,C1033,EU,2023-10-31,1.0,28.97,False
1034,C1034,EU,2023-11-01,,,
1035,C1035,,2023-11-02,,,
1036,C1036,EU,2027-11-11,1.0,133.85,False
1037,C1037,,2023-11-04,,,
1038,C1038,EU,2023-11-05,,,
1039,C1039,EU,2023-11-06,,,
1040,C1040,,2023-11-07,1.0,36.5,False
1041,C1041,APAC,2023-11-08,,,
1042,C1042,EU,2023-11-09,,,
1043,C1043,,2023-11-10,1.0,217.27,True
1044,C1044,APAC,2023-11-11,1.0,0.1,False
1045,C1045,,2023-11-12,,,
1046,C1046,EU,2023-11-13,1.0,7.0,False
1047,C1047,EU,2023-11-14,1.0,1037.59,False
1048,C1048,APAC,2023-11-15,,,
1049,C1049,EU,2023-11-16,1.0,101.1,False
1050,C1050,APAC,2023-11-17,1.0,452.73,False
1051,C1051,,2023-11-18,2.0,159.04,False
1052,C1052,APAC,2023-11-19,,,
1053,C1053,APAC,2023-11-20,1.0,84.2,False
1054,C1054,APAC,2023-11-21,,,
1055,C1055,EU,2023-11-22,,,
1056,C1056,APAC,2023-11-23,,,
1057,C1057,,2023-11-24,1.0,32.24,False
1058,C1058,,2023-11-25,,,
1059,C1059,,2023-11-26,3.0,100.52,False
1060,C1060,APAC,2023-11-27,,,
1061,C1061,APAC,2023-11-28,,,
1062,C1062,APAC,2023-11-29,,,
1063,C1063,,2023-11-30,,,
1064,C1064,,2023-12-01,1.0,172.13,False
1065,C1065,,2023-12-02,,,
1066,C1066,EU,2023-12-03,,,
1067,C1067,EU,2023-12-04,1.0,8.0,False
1068,C1068,EU,2023-12-05,1.0,91.34,False
1069,C1069,EU,2023-12-06,,,
1070,C1070,EU,2023-12-07,1.0,48.59,False
1071,C1071,EU,2023-12-08,,,
1072,C1072,EU,2023-12-09,,,
1073,C1073,EU,2023-12-10,1.0,3.88,False
1074,C1074,APAC,2023-12-11,,,
1075,C1075,,2023-12-12,1.0,358.65,True
1076,C1076,EU,2023-12-13,2.0,408.9,True
1077,C1077,,2027-11-11,,,
1078,C1078,EU,2023-12-15,1.0,30.86,False
1079,C1079,APAC,2023-12-16,,,
1080,C1080,APAC,2023-12-17,2.0,344.08,True
1081,C1081,EU,2023-12-18,2.0,65.84,False
1082,C1082,,2023-12-19,3.0,42.26,False
1083,C1083,APAC,2023-12-20,2.0,148.59,False
1084,C1084,APAC,2023-12-21,,,
1085,C1085,,2023-12-22,,,
1086,C1086,,2023-12-23,,,
1087,C1087,EU,2023-12-24,,,
1088,C1088,APAC,2023-12-25,2.0,193.09,False
1089,C1089,EU,2023-12-26,1.0,69.32,False
1090,C1090,APAC,2023-12-27,,,
1091,C1091,,2023-12-28,2.0,211.63,True
1092,C1092,,2023-12-29,,,
1093,C1093,,2023-12-30,1.0,77.13,False
1094,C1094,EU,2023-12-31,1.0,18.27,False
1095,C1095,EU,2024-01-01,,,
1096,C1096,EU,2024-01-02,1.0,53.77,False
1097,C1097,EU,2024-01-03,,,
1098,C1098,APAC,2024-01-04,1.0,2.39,False
1099,C1099,EU,2024-01-05,1.0,128.36,False
1100,C1100,EU,2024-01-06,2.0,81.14,False
1101,C1101,APAC,2027-11-11,,,
1102,C1102,APAC,2024-01-08,1.0,183.33,False
1103,C1103,APAC,2024-01-09,,,
1104,C1104,APAC,2024-01-10,2.0,142.32,False
1105,C1105,EU,2024-01-11,,,
1106,C1106,EU,2024-01-12,,,
1107,C1107,APAC,2024-01-13,1.0,387.29,True
1108,C1108,,2024-01-14,,,
1109,C1109,EU,2024-01-15,2.0,243.75,True
1110,C1110,APAC,2024-01-16,2.0,263.1,True
1111,C1111,EU,2024-01-17,1.0,24.62,False
1112,C1112,EU,2024-01-18,,,
1113,C1113,,2024-01-19,,,
1114,C1114,,2024-01-20,,,
1115,C1115,,2024-01-21,,,
1116,C1116,EU,2024-01-22,,,
1117,C1117,APAC,2024-01-23,,,
1118,C1118,EU,2024-01-24,,,
1119,C1119,EU,2024-01-25,,,
1120,C1120,APAC,2024-01-26,1.0,91.99,False
1121,C1121,APAC,2024-01-27,,,
1122,C1122,APAC,2024-01-28,1.0,21.15,False
1123,C1123,APAC,2024-01-29,,,
1124,C1124,,2024-01-30,,,
1125,C1125,,2024-01-31,1.0,154.41,False
1126,C1126,EU,2024-02-01,5.0,346.32,True
1127,C1127,,2024-02-02,2.0,310.38,True
1128,C1128,EU,2024-02-03,1.0,51.68,False
1129,C1129,EU,2024-02-04,3.0,248.46,True
1130,C1130,,2024-02-05,,,
1131,C1131,,2024-02-06,,,
1132,C1132,EU,2024-02-07,,,
1133,C1133,EU,2024-02-08,,,
1134,C1134,,2024-02-09,2.0,190.34,False
1135,C1135,EU,2024-02-10,,,
1136,C1136,APAC,2024-02-11,,,
1137,C1137,,2024-02-12,1.0,67.15,False
1138,C1138,,2027-11-11,3.0,645.62,False
1139,C1139,,2024-02-14,,,
1140,C1140,APAC,2024-02-15,1.0,43.19,False
1141,C1141,EU,2024-02-16,2.0,477.13,True
1142,C1142,,2024-02-17,1.0,107.01,False
1143,C1143,,2024-02-18,2.0,295.66,True
1144,C1144,EU,2024-02-19,,,
1145,C1145,APAC,2024-02-20,2.0,173.21,False
1146,C1146,APAC,2024-02-21,,,
1147,C1147,,2024-02-22,,,
1148,C1148,APAC,2024-02-23,,,
1149,C1149,APAC,2024-02-24,1.0,4.74,False
1150,C1150,,2024-02-25,,,
1151,C1151,APAC,2024-02-26,1.0,209.76,True
1152,C1152,,2024-02-27,1.0,7.38,False
1153,C1153,,2024-02-28,,,
1154,C1154,,2024-02-29,1.0,55.8,False
1155,C1155,APAC,2024-03-01,1.0,17.76,False
1156,C1156,EU,2024-03-02,,,
1157,C1157,APAC,2024-03-03,,,
1158,C1158,APAC,2024-03-04,,,
1159,C1159,EU,2024-03-05,,,
1160,C1160,APAC,2024-03-06,1.0,291.29,False
1161,C1161,EU,2024-03-07,1.0,61.74,False
1162,C1162,EU,2024-03-08,,,
1163,C1163,,2024-03-09,,,
1164,C1164,EU,2024-03-10,1.0,3.53,False
1165,C1165,APAC,2024-03-11,3.0,338.89,True
1166,C1166,APAC,2024-03-12,,,
1167,C1167,,2024-03-13,1.0,53.13,False
1168,C1168,EU,2024-03-14,1.0,11.6,False
1169,C1169,EU,2024-03-15,1.0,373.65,False
1170,C1170,,2024-03-16,,,
1171,C1171,APAC,2024-03-17,1.0,570.26,True
1172,C1172,,2024-03-18,1.0,140.98,False
1173,C1173,EU,2024-03-19,,,
1174,C1174,,2024-03-20,,,
1175,C1175,,2024-03-21,,,
1176,C1176,APAC,2024-03-22,1.0,85.98,False
1177,C1177,EU,2024-03-23,,,
1178,C1178,APAC,2024-03-24,1.0,133.42,False
1179,C1179,,2027-11-11,,,
1180,C1180,APAC,2024-03-26,2.0,82.13,False
1181,C1181,EU,2024-03-27,,,
1182,C1182,,2024-03-28,,,
1183,C1183,APAC,2027-11-11,,,
1184,C1184,EU,2024-03-30,,,
1185,C1185,APAC,2024-03-31,2.0,47.75,False
1186,C1186,,2024-04-01,1.0,247.19,True
1187,C1187,EU,2024-04-02,1.0,58.74,False
1188,C1188,EU,2024-04-03,,,
1189,C1189,,2024-04-04,1.0,156.67,False
1190,C1190,EU,2024-04-05,1.0,399.19,False
1191,C1191,,2024-04-06,,,
1192,C1192,EU,2024-04-07,,,
1193,C1193,,2024-04-08,,,
1194,C1194,EU,2024-04-09,,,
1195,C1195,APAC,2024-04-10,2.0,16.81,False
1196,C1196,APAC,2024-04-11,1.0,15.49,False
1197,C1197,APAC,2024-04-12,1.0,607.38,False
1198,C1198,,2024-04-13,1.0,20.3,False
1199,C1199,EU,2024-04-14,,,
1200,C1200,APAC,2024-04-15,,,
1201,C1201,EU,2024-04-16,1.0,118.71,False
1202,C1202,EU,2024-04-17,1.0,183.3,False
1203,C1203,EU,2024-04-18,2.0,151.11,False
1204,C1204,,2024-04-19,1.0,41.74,False
1205,C1205,APAC,2024-04-20,,,
1206,C1206,,2024-04-21,1.0,107.07,False
1207,C1207,,2024-04-22,1.0,11.19,False
1208,C1208,EU,2024-04-23,,,
1209,C1209,APAC,2024-04-24,,,
1210,C1210,,2024-04-25,,,
1211,C1211,,2024-04-26,,,
1212,C1212,EU,2024-04-27,1.0,3.14,False
1213,C1213,APAC,2024-04-28,,,
1214,C1214,,2024-04-29,1.0,77.38,False
1215,C1215,EU,2024-04-30,,,
1216,C1216,EU,2024-05-01,3.0,284.61,False
1217,C1217,,2024-05-02,2.0,637.59,True
1218,C1218,,2024-05-03,1.0,266.53,False
1219,C1219,EU,2024-05-04,,,
1220,C1220,APAC,2024-05-05,,,
1221,C1221,EU,2024-05-06,1.0,21.25,False
1222,C1222,,2024-05-07,,,
1223,C1223,APAC,2024-05-08,1.0,56.02,False
1224,C1224,,2024-05-09,1.0,121.93,False
1225,C1225,,2024-05-10,3.0,709.13,False
1226,C1226,EU,2024-05-11,1.0,375.83,False
1227,C1227,EU,2024-05-12,,,
1228,C1228,APAC,2024-05-13,,,
1229,C1229,,2024-05-14,,,
1230,C1230,APAC,2024-05-15,1.0,267.03,True
1231,C1231,EU,2024-05-16,,,
1232,C1232,EU,2024-05-17,1.0,66.55,False
1233,C1233,EU,2024-05-18,,,
1234,C1234,,2024-05-19,,,
1235,C1235,EU,2024-05-20,,,
1236,C1236,APAC,2024-05-21,1.0,66.1,False
1237,C1237,,2024-05-22,2.0,276.34,True
1238,C1238,APAC,2024-05-23,1.0,88.6,False
1239,C1239,EU,2027-11-11,,,
1240,C1240,APAC,2024-05-25,2.0,142.12,False
1241,C1241,APAC,2024-05-26,,,
1242,C1242,APAC,2024-05-27,1.0,284.23,True
1243,C1243,APAC,2024-05-28,,,
1244,C1244,APAC,2024-05-29,,,
1245,C1245,,2027-11-11,1.0,129.16,False
1246,C1246,EU,2024-05-31,2.0,343.93,True
1247,C1247,EU,2024-06-01,,,
1248,C1248,APAC,2024-06-02,,,
1249,C1249,,2024-06-03,,,
1250,C1250,APAC,2024-06-04,,,
1251,C1251,,2024-06-05,1.0,165.21,False
1252,C1252,EU,2024-06-06,1.0,327.04,True
1253,C1253,EU,2024-06-07,2.0,119.56,False
1254,C1254,,2024-06-08,1.0,36.12,False
1255,C1255,,2024-06-09,,,
1256,C1256,EU,2024-06-10,,,
1257,C1257,,2024-06-11,1.0,133.89,False
1258,C1258,EU,2024-06-12,,,
1259,C1259,,2024-06-13,1.0,181.71,False
1260,C1260,EU,2024-06-14,1.0,4.85,False
1261,C1261,APAC,2024-06-15,,,
1262,C1262,EU,2024-06-16,1.0,202.36,True
1263,C1263,,2024-06-17,1.0,184.37,False
1264,C1264,EU,2024-06-18,,,
1265,C1265,EU,2024-06-19,1.0,54.67,False
