user_id,event_date_month,monthly_avg_duration,user_global_avg_duration,is_at_risk
U060,2023-10,0 days 00:26:48.994362421,0 days 00:40:20.226032080,True
U060,2023-11,0 days 00:11:19.336096826,0 days 00:40:20.226032080,True
U060,2023-12,0 days 00:46:09.501923774,0 days 00:40:20.226032080,False
U062,2023-02,0 days 00:29:15.857884454,0 days 00:34:21.218627702,False
U062,2023-03,0 days 00:42:54.364088341,0 days 00:34:21.218627702,False
U062,2023-04,0 days 00:41:47.206267190,0 days 00:34:21.218627702,False
U062,2023-05,0 days 00:25:01.382206816,0 days 00:34:21.218627702,False
U062,2023-06,0 days 00:30:53.037751404,0 days 00:34:21.218627702,False
U062,2023-07,0 days 00:30:07.886607257,0 days 00:34:21.218627702,False
U062,2023-08,0 days 00:34:21.468014863,0 days 00:34:21.218627702,False
U062,2023-09,0 days 00:39:15.898436394,0 days 00:34:21.218627702,False
U062,2023-10,0 days 00:40:29.189491190,0 days 00:34:21.218627702,False
U062,2023-11,0 days 00:29:34.327540857,0 days 00:34:21.218627702,False
U062,2023-12,0 days 00:26:11.896320261,0 days 00:34:21.218627702,False
U063,2023-01,0 days 00:38:03.029535234,0 days 00:33:42.628673933,False
U063,2023-02,0 days 00:32:36.166558615,0 days 00:33:42.628673933,False
U063,2023-03,0 days 00:30:57.142912186,0 days 00:33:42.628673933,False
U063,2023-04,0 days 00:45:16.591290347,0 days 00:33:42.628673933,False
U063,2023-05,0 days 00:36:40.860327836,0 days 00:33:42.628673933,False
U063,2023-06,0 days 00:36:17.735404350,0 days 00:33:42.628673933,False
U063,2023-07,0 days 00:19:47.448996568,0 days 00:33:42.628673933,True
U063,2023-08,0 days 00:34:54.868050754,0 days 00:33:42.628673933,False
U063,2023-09,0 days 00:21:23.712530945,0 days 00:33:42.628673933,True
U064,2023-05,0 days 00:34:03.017532977,0 days 00:31:28.329222790,False
U064,2023-06,0 days 00:32:26.250046583,0 days 00:31:28.329222790,False
U064,2023-07,0 days 00:36:56.173834198,0 days 00:31:28.329222790,False
U064,2023-08,0 days 00:38:49.732865827,0 days 00:31:28.329222790,False
U064,2023-09,0 days 00:35:31.089732410,0 days 00:31:28.329222790,False
U064,2023-10,0 days 00:28:45.371644464,0 days 00:31:28.329222790,False
U064,2023-11,0 days 00:15:35.541344757,0 days 00:31:28.329222790,True
U064,2023-12,0 days 00:24:31.018645915,0 days 00:31:28.329222790,False
U065,2023-05,0 days 00:33:16.063038355,0 days 00:32:47.573639171,False
U065,2023-06,0 days 00:32:39.912011983,0 days 00:32:47.573639171,False
U065,2023-07,0 days 00:32:23.056347871,0 days 00:32:47.573639171,False
U065,2023-08,0 days 00:29:47.508745895,0 days 00:32:47.573639171,False
U065,2023-09,0 days 00:40:44.846186290,0 days 00:32:47.573639171,False
U065,2023-10,0 days 00:33:06.946434761,0 days 00:32:47.573639171,False
U065,2023-11,0 days 00:30:33.192327246,0 days 00:32:47.573639171,False
U065,2023-12,0 days 00:31:42.821243645,0 days 00:32:47.573639171,False
U066,2023-02,0 days 00:40:13.067687912,0 days 00:36:29.617645926,False
U066,2023-03,0 days 00:33:28.926720939,0 days 00:36:29.617645926,False
U066,2023-04,0 days 00:40:32.176064903,0 days 00:36:29.617645926,False
U066,2023-05,0 days 00:31:16.781543486,0 days 00:36:29.617645926,False
U066,2023-06,0 days 00:26:50.661646426,0 days 00:36:29.617645926,False
U066,2023-07,0 days 00:34:14.255744165,0 days 00:36:29.617645926,False
U066,2023-08,0 days 00:36:06.799141684,0 days 00:36:29.617645926,False
U066,2023-09,0 days 00:41:17.479897332,0 days 00:36:29.617645926,False
U066,2023-10,0 days 00:50:00.526825689,0 days 00:36:29.617645926,False
U066,2023-11,0 days 00:30:36.838518141,0 days 00:36:29.617645926,False
U066,2023-12,0 days 00:37:01.142451717,0 days 00:36:29.617645926,False
U067,2023-04,0 days 00:57:56.658681214,0 days 00:47:52.092607206,False
U067,2023-05,0 days 00:45:42.066320983,0 days 00:47:52.092607206,False
U067,2023-06,0 days 00:24:08.473243850,0 days 00:47:52.092607206,True
U068,2023-03,0 days 00:58:48.355986869,0 days 00:37:31.918213165,False
U068,2023-04,0 days 00:24:50.699700823,0 days 00:37:31.918213165,True
U068,2023-05,0 days 00:38:01.744797053,0 days 00:37:31.918213165,False
U068,2023-06,0 days 00:31:17.122700873,0 days 00:37:31.918213165,False
U068,2023-07,0 days 00:29:15.965829746,0 days 00:37:31.918213165,False
U068,2023-08,0 days 00:34:06.907790018,0 days 00:37:31.918213165,False
U068,2023-09,0 days 00:38:08.135695195,0 days 00:37:31.918213165,False
U068,2023-10,0 days 00:48:49.650432202,0 days 00:37:31.918213165,False
U068,2023-11,0 days 00:43:37.194377813,0 days 00:37:31.918213165,False
U068,2023-12,0 days 00:50:17.514806737,0 days 00:37:31.918213165,False
U069,2023-01,0 days 00:34:09.591907685,0 days 00:35:08.900942527,False
U069,2023-02,0 days 00:26:12.595544283,0 days 00:35:08.900942527,False
U069,2023-03,0 days 00:38:06.424037671,0 days 00:35:08.900942527,False
U069,2023-04,0 days 00:32:20.629851785,0 days 00:35:08.900942527,False
U069,2023-05,0 days 00:47:48.677567859,0 days 00:35:08.900942527,False
U069,2023-06,0 days 00:53:44.887794427,0 days 00:35:08.900942527,False
U069,2023-07,0 days 00:28:37.015229808,0 days 00:35:08.900942527,False
U069,2023-08,0 days 00:41:25.010304845,0 days 00:35:08.900942527,False
U069,2023-09,0 days 00:33:11.137840032,0 days 00:35:08.900942527,False
U069,2023-10,0 days 00:31:50.690264457,0 days 00:35:08.900942527,False
U069,2023-11,0 days 00:40:48.066095669,0 days 00:35:08.900942527,False
U069,2023-12,0 days 00:24:04.904396887,0 days 00:35:08.900942527,True
U070,2023-06,0 days 00:29:54.994435637,0 days 00:37:09.168901731,False
U070,2023-07,0 days 00:40:43.394260096,0 days 00:37:09.168901731,False
U070,2023-08,0 days 00:31:09.720361732,0 days 00:37:09.168901731,False
U070,2023-09,0 days 00:37:38.499618830,0 days 00:37:09.168901731,False
U070,2023-10,0 days 00:32:14.183800837,0 days 00:37:09.168901731,False
U070,2023-11,0 days 00:37:28.754252364,0 days 00:37:09.168901731,False
U070,2023-12,0 days 00:45:27.967805723,0 days 00:37:09.168901731,False
U071,2023-03,0 days 00:52:39.171998817,0 days 00:38:53.203105643,False
U071,2023-04,0 days 00:40:46.730516921,0 days 00:38:53.203105643,False
U071,2023-05,0 days 00:32:43.273965186,0 days 00:38:53.203105643,False
U072,2023-01,0 days 00:39:59.432449258,0 days 00:36:08.856121576,False
U072,2023-02,0 days 00:34:32.128884406,0 days 00:36:08.856121576,False
U072,2023-03,0 days 00:38:21.071278324,0 days 00:36:08.856121576,False
U072,2023-04,0 days 00:34:52.371549767,0 days 00:36:08.856121576,False
U072,2023-05,0 days 00:28:23.760279485,0 days 00:36:08.856121576,False
U072,2023-06,0 days 00:34:47.775791069,0 days 00:36:08.856121576,False
U072,2023-07,0 days 01:03:54.423987100,0 days 00:36:08.856121576,False
U072,2023-08,0 days 00:42:01.455490467,0 days 00:36:08.856121576,False
U072,2023-09,0 days 00:21:49.480332710,0 days 00:36:08.856121576,True
U072,2023-10,0 days 00:38:30.274356383,0 days 00:36:08.856121576,False
U073,2023-02,0 days 00:40:17.861193087,0 days 00:37:12.031641373,False
U073,2023-03,0 days 00:47:16.220161097,0 days 00:37:12.031641373,False
U073,2023-04,0 days 00:38:02.414948740,0 days 00:37:12.031641373,False
U073,2023-05,0 days 00:39:34.378834511,0 days 00:37:12.031641373,False
U073,2023-06,0 days 00:38:56.002634351,0 days 00:37:12.031641373,False
U073,2023-07,0 days 00:20:18.184543777,0 days 00:37:12.031641373,True
U073,2023-08,0 days 00:39:53.700411798,0 days 00:37:12.031641373,False
U073,2023-09,0 days 00:33:55.412556393,0 days 00:37:12.031641373,False
U073,2023-10,0 days 00:26:42.119215032,0 days 00:37:12.031641373,False
U073,2023-11,0 days 00:45:38.289586326,0 days 00:37:12.031641373,False
U073,2023-12,0 days 01:04:15.228180565,0 days 00:37:12.031641373,False
U076,2023-01,0 days 00:31:37.617592589,0 days 00:39:11.094889685,False
U076,2023-02,0 days 00:49:41.531034399,0 days 00:39:11.094889685,False
U076,2023-03,0 days 00:29:43.723125551,0 days 00:39:11.094889685,False
U076,2023-04,0 days 00:32:14.117082687,0 days 00:39:11.094889685,False
U076,2023-05,0 days 00:43:49.705261872,0 days 00:39:11.094889685,False
U076,2023-06,0 days 00:37:10.413192948,0 days 00:39:11.094889685,False
U076,2023-07,0 days 00:34:55.278827375,0 days 00:39:11.094889685,False
U076,2023-08,0 days 00:53:43.990613603,0 days 00:39:11.094889685,False
U076,2023-09,0 days 00:41:38.861552336,0 days 00:39:11.094889685,False
U076,2023-10,0 days 00:34:43.631204983,0 days 00:39:11.094889685,False
U076,2023-11,0 days 00:37:19.832205682,0 days 00:39:11.094889685,False
U076,2023-12,0 days 00:48:03.196871620,0 days 00:39:11.094889685,False
U077,2023-01,0 days 00:36:14.039381144,0 days 00:34:04.691696963,False
U077,2023-02,0 days 00:28:46.596563734,0 days 00:34:04.691696963,False
U077,2023-03,0 days 00:46:26.956637368,0 days 00:34:04.691696963,False
U077,2023-04,0 days 00:32:20.573085545,0 days 00:34:04.691696963,False
U077,2023-05,0 days 00:35:47.631731099,0 days 00:34:04.691696963,False
U077,2023-06,0 days 00:31:30.544769925,0 days 00:34:04.691696963,False
U077,2023-07,0 days 00:23:43.661351833,0 days 00:34:04.691696963,True
U077,2023-08,0 days 00:41:33.642562370,0 days 00:34:04.691696963,False
U078,2023-04,0 days 00:32:35.001089399,0 days 00:38:13.404752142,False
U078,2023-05,0 days 00:41:52.416592907,0 days 00:38:13.404752142,False
U078,2023-06,0 days 00:34:29.643951274,0 days 00:38:13.404752142,False
U078,2023-07,0 days 00:35:43.086441445,0 days 00:38:13.404752142,False
U078,2023-08,0 days 00:34:37.649801004,0 days 00:38:13.404752142,False
U078,2023-09,0 days 00:45:55.009207438,0 days 00:38:13.404752142,False
U078,2023-10,0 days 00:42:21.871832883,0 days 00:38:13.404752142,False
U078,2023-11,0 days 00:37:01.292206558,0 days 00:38:13.404752142,False
U078,2023-12,0 days 00:48:36.860358945,0 days 00:38:13.404752142,False
U079,2023-01,0 days 00:51:04.666415687,0 days 00:38:20.385212738,False
U079,2023-02,0 days 00:39:30.983211587,0 days 00:38:20.385212738,False
U079,2023-03,0 days 00:40:06.602769371,0 days 00:38:20.385212738,False
U079,2023-04,0 days 00:34:54.622552592,0 days 00:38:20.385212738,False
U079,2023-05,0 days 00:42:21.645350469,0 days 00:38:20.385212738,False
U079,2023-06,0 days 00:38:39.143291330,0 days 00:38:20.385212738,False
U079,2023-07,0 days 00:38:05.885912350,0 days 00:38:20.385212738,False
U079,2023-08,0 days 00:39:02.105959147,0 days 00:38:20.385212738,False
U079,2023-09,0 days 00:38:47.147634656,0 days 00:38:20.385212738,False
U079,2023-10,0 days 00:33:38.772017215,0 days 00:38:20.385212738,False
U079,2023-11,0 days 00:34:44.545548825,0 days 00:38:20.385212738,False
U079,2023-12,0 days 00:35:41.353118918,0 days 00:38:20.385212738,False
U080,2023-06,0 days 00:30:16.228916432,0 days 00:39:08.047270330,False
U080,2023-07,0 days 00:47:36.999549225,0 days 00:39:08.047270330,False
U080,2023-08,0 days 00:30:09.061340729,0 days 00:39:08.047270330,False
U080,2023-09,0 days 00:44:53.421016644,0 days 00:39:08.047270330,False
U080,2023-10,0 days 00:41:36.559410590,0 days 00:39:08.047270330,False
U080,2023-11,0 days 00:33:33.609864366,0 days 00:39:08.047270330,False
U080,2023-12,0 days 00:43:00.818384766,0 days 00:39:08.047270330,False
U081,2023-02,0 days 00:20:03.444215517,0 days 00:32:54.175558438,True
U081,2023-03,0 days 00:31:14.139256165,0 days 00:32:54.175558438,False
U081,2023-04,0 days 00:40:52.141072083,0 days 00:32:54.175558438,False
U081,2023-05,0 days 00:38:44.169626515,0 days 00:32:54.175558438,False
U081,2023-06,0 days 00:25:28.626738839,0 days 00:32:54.175558438,False
U081,2023-07,0 days 00:43:42.349243168,0 days 00:32:54.175558438,False
U081,2023-08,0 days 00:28:15.198088545,0 days 00:32:54.175558438,False
U081,2023-09,0 days 00:31:52.137696178,0 days 00:32:54.175558438,False
U081,2023-10,0 days 00:23:40.870309633,0 days 00:32:54.175558438,False
U081,2023-11,0 days 00:33:17.963415536,0 days 00:32:54.175558438,False
U081,2023-12,0 days 00:35:27.066175702,0 days 00:32:54.175558438,False
U082,2023-06,0 days 00:25:08.924613349,0 days 00:29:42.975180997,False
U082,2023-07,0 days 00:40:30.183227831,0 days 00:29:42.975180997,False
U082,2023-08,0 days 00:26:35.126485498,0 days 00:29:42.975180997,False
U082,2023-09,0 days 00:29:00.745703410,0 days 00:29:42.975180997,False
U082,2023-10,0 days 00:22:34.773017686,0 days 00:29:42.975180997,False
U082,2023-11,0 days 00:31:14.959313633,0 days 00:29:42.975180997,False
U082,2023-12,0 days 00:22:44.057200494,0 days 00:29:42.975180997,False
U083,2023-02,0 days 00:35:25.646237235,0 days 00:33:59.366819976,False
U083,2023-03,0 days 00:44:30.546478061,0 days 00:33:59.366819976,False
U083,2023-04,0 days 00:32:40.309546342,0 days 00:33:59.366819976,False
U083,2023-05,0 days 00:32:41.557607808,0 days 00:33:59.366819976,False
U083,2023-06,0 days 00:22:08.571954386,0 days 00:33:59.366819976,True
U083,2023-07,0 days 00:38:50.871193814,0 days 00:33:59.366819976,False
U083,2023-08,0 days 00:24:38.863780201,0 days 00:33:59.366819976,False
U084,2023-06,0 days 00:26:29.477559457,0 days 00:37:00.941311088,False
U084,2023-07,0 days 00:53:30.705526875,0 days 00:37:00.941311088,False
U084,2023-08,0 days 00:32:28.799955563,0 days 00:37:00.941311088,False
U084,2023-09,0 days 00:38:45.353712443,0 days 00:37:00.941311088,False
U084,2023-10,0 days 00:29:32.628786520,0 days 00:37:00.941311088,False
U084,2023-11,0 days 00:08:25.216014167,0 days 00:37:00.941311088,True
U085,2023-06,0 days 00:35:45.412968920,0 days 00:36:02.463444321,False
U085,2023-07,0 days 00:38:15.211547466,0 days 00:36:02.463444321,False
U085,2023-08,0 days 00:43:03.979041305,0 days 00:36:02.463444321,False
U085,2023-09,0 days 00:30:57.716955459,0 days 00:36:02.463444321,False
U085,2023-10,0 days 00:28:24.666837246,0 days 00:36:02.463444321,False
U086,2023-05,0 days 00:41:50.618019968,0 days 00:37:06.210672733,False
U086,2023-06,0 days 00:30:35.301201438,0 days 00:37:06.210672733,False
U086,2023-07,0 days 00:21:41.236408905,0 days 00:37:06.210672733,True
U086,2023-08,0 days 00:49:56.727426309,0 days 00:37:06.210672733,False
U086,2023-09,0 days 00:29:05.929994136,0 days 00:37:06.210672733,False
U086,2023-10,0 days 00:43:21.595748357,0 days 00:37:06.210672733,False
U086,2023-11,0 days 00:37:32.297622314,0 days 00:37:06.210672733,False
U086,2023-12,0 days 00:48:02.320973685,0 days 00:37:06.210672733,False
U087,2023-04,0 days 00:29:49.760773236,0 days 00:34:44.301709140,False
U087,2023-05,0 days 00:26:19.532813679,0 days 00:34:44.301709140,False
U087,2023-06,0 days 00:33:19.510678887,0 days 00:34:44.301709140,False
U087,2023-07,0 days 00:37:51.300881843,0 days 00:34:44.301709140,False
U087,2023-08,0 days 00:33:58.891697966,0 days 00:34:44.301709140,False
U087,2023-09,0 days 00:36:39.286696965,0 days 00:34:44.301709140,False
U087,2023-10,0 days 00:37:30.942303088,0 days 00:34:44.301709140,False
U087,2023-11,0 days 00:41:36.208329906,0 days 00:34:44.301709140,False
U087,2023-12,0 days 00:35:04.387092706,0 days 00:34:44.301709140,False
U088,2023-02,0 days 00:33:02.369093661,0 days 00:35:04.732916693,False
U088,2023-03,0 days 00:43:54.561993832,0 days 00:35:04.732916693,False
U088,2023-04,0 days 00:38:11.891850327,0 days 00:35:04.732916693,False
U088,2023-05,0 days 00:28:14.946148731,0 days 00:35:04.732916693,False
U088,2023-06,0 days 00:37:12.839165319,0 days 00:35:04.732916693,False
U088,2023-07,0 days 00:36:22.508303275,0 days 00:35:04.732916693,False
U088,2023-08,0 days 00:38:13.139085403,0 days 00:35:04.732916693,False
U088,2023-09,0 days 00:46:19.136339355,0 days 00:35:04.732916693,False
U088,2023-10,0 days 00:29:03.327964330,0 days 00:35:04.732916693,False
U088,2023-11,0 days 00:26:53.870572225,0 days 00:35:04.732916693,False
U088,2023-12,0 days 00:33:45.017571373,0 days 00:35:04.732916693,False
U091,2023-02,0 days 00:32:14.051590609,0 days 00:37:05.862923454,False
U091,2023-03,0 days 00:13:56.247008123,0 days 00:37:05.862923454,True
U091,2023-04,0 days 00:37:18.396587320,0 days 00:37:05.862923454,False
U091,2023-05,0 days 00:39:23.685819466,0 days 00:37:05.862923454,False
U091,2023-06,0 days 00:41:01.171564977,0 days 00:37:05.862923454,False
U091,2023-07,0 days 00:37:05.715230607,0 days 00:37:05.862923454,False
U091,2023-08,0 days 00:40:30.362169184,0 days 00:37:05.862923454,False
U091,2023-09,0 days 00:42:30.096429241,0 days 00:37:05.862923454,False
U091,2023-10,0 days 00:29:34.902515189,0 days 00:37:05.862923454,False
U091,2023-11,0 days 00:36:27.736083530,0 days 00:37:05.862923454,False
U091,2023-12,0 days 00:35:42.876217397,0 days 00:37:05.862923454,False
U092,2023-05,0 days 00:00:31.123230641,0 days 00:37:18.740749233,True
U092,2023-06,0 days 00:55:55.195654526,0 days 00:37:18.740749233,False
U092,2023-07,0 days 00:27:00.971176628,0 days 00:37:18.740749233,False
U092,2023-08,0 days 00:40:40.723855579,0 days 00:37:18.740749233,False
U092,2023-09,0 days 00:25:24.107972988,0 days 00:37:18.740749233,True
U092,2023-10,0 days 00:51:26.962434543,0 days 00:37:18.740749233,False
U092,2023-11,0 days 00:25:50.878166582,0 days 00:37:18.740749233,True
U092,2023-12,0 days 00:50:34.207763592,0 days 00:37:18.740749233,False
U093,2023-05,0 days 00:33:00.596704989,0 days 00:36:26.405492454,False
U093,2023-06,0 days 00:38:00.150134087,0 days 00:36:26.405492454,False
U093,2023-07,0 days 00:46:05.853126178,0 days 00:36:26.405492454,False
U093,2023-08,0 days 00:55:33.177142454,0 days 00:36:26.405492454,False
U093,2023-09,0 days 00:33:35.130076398,0 days 00:36:26.405492454,False
U093,2023-10,0 days 00:32:58.920167657,0 days 00:36:26.405492454,False
U093,2023-11,0 days 00:30:50.448488021,0 days 00:36:26.405492454,False
U093,2023-12,0 days 00:30:53.185163548,0 days 00:36:26.405492454,False
U094,2023-03,0 days 00:31:23.691292595,0 days 00:33:58.036003451,False
U094,2023-04,0 days 00:24:45.317455504,0 days 00:33:58.036003451,False
U094,2023-05,0 days 00:34:44.492780551,0 days 00:33:58.036003451,False
U094,2023-06,0 days 00:38:32.440002563,0 days 00:33:58.036003451,False
U094,2023-07,0 days 00:11:12.763754057,0 days 00:33:58.036003451,True
U094,2023-08,0 days 00:38:25.661934843,0 days 00:33:58.036003451,False
U094,2023-09,0 days 00:45:20.144772776,0 days 00:33:58.036003451,False
U094,2023-10,0 days 00:25:32.954929801,0 days 00:33:58.036003451,False
U094,2023-11,0 days 00:32:58.052996574,0 days 00:33:58.036003451,False
U094,2023-12,0 days 00:48:52.991673990,0 days 00:33:58.036003451,False
U095,2023-06,0 days 00:38:46.251075709,0 days 00:34:01.698184769,False
U095,2023-07,0 days 00:33:53.521069732,0 days 00:34:01.698184769,False
U095,2023-08,0 days 00:39:51.393002437,0 days 00:34:01.698184769,False
U095,2023-09,0 days 00:31:14.889070670,0 days 00:34:01.698184769,False
U095,2023-10,0 days 00:32:07.285833966,0 days 00:34:01.698184769,False
U095,2023-11,0 days 00:27:53.907638836,0 days 00:34:01.698184769,False
U095,2023-12,0 days 00:34:41.951363049,0 days 00:34:01.698184769,False
U097,2023-01,0 days 00:42:19.232124181,0 days 00:35:54.112808733,False
U097,2023-02,0 days 00:43:25.826386643,0 days 00:35:54.112808733,False
U097,2023-03,0 days 00:30:39.668485273,0 days 00:35:54.112808733,False
U097,2023-04,0 days 00:38:59.223966621,0 days 00:35:54.112808733,False
U098,2023-06,0 days 00:40:32.195680118,0 days 00:32:43.120662219,False
U098,2023-07,0 days 00:26:56.537639577,0 days 00:32:43.120662219,False
U098,2023-08,0 days 00:38:12.474623369,0 days 00:32:43.120662219,False
U098,2023-09,0 days 00:38:03.586872110,0 days 00:32:43.120662219,False
U098,2023-10,0 days 00:26:01.823724920,0 days 00:32:43.120662219,False
U098,2023-11,0 days 00:31:17.445225855,0 days 00:32:43.120662219,False
U098,2023-12,0 days 00:28:00.369147705,0 days 00:32:43.120662219,False
U099,2023-03,0 days 00:48:43.633460745,0 days 00:37:54.709127653,False
U099,2023-04,0 days 00:38:05.737288351,0 days 00:37:54.709127653,False
U099,2023-05,0 days 00:38:13.892260642,0 days 00:37:54.709127653,False
U099,2023-06,0 days 00:34:36.126918473,0 days 00:37:54.709127653,False
U099,2023-07,0 days 00:32:26.732062740,0 days 00:37:54.709127653,False
U099,2023-08,0 days 00:39:03.283032870,0 days 00:37:54.709127653,False
U099,2023-09,0 days 00:34:07.585236704,0 days 00:37:54.709127653,False
U099,2023-10,0 days 00:28:21.576434557,0 days 00:37:54.709127653,False
U099,2023-11,0 days 00:46:50.575977664,0 days 00:37:54.709127653,False
U099,2023-12,0 days 00:41:04.694592904,0 days 00:37:54.709127653,False
U100,2023-03,0 days 00:49:03.849366804,0 days 00:43:14.873452075,False
U100,2023-04,0 days 00:25:32.619025264,0 days 00:43:14.873452075,True
U100,2023-05,0 days 01:01:00.959549541,0 days 00:43:14.873452075,False
U102,2023-02,0 days 01:20:09.095041004,0 days 00:36:41.491239632,False
U102,2023-03,0 days 00:27:42.989132734,0 days 00:36:41.491239632,False
U102,2023-04,0 days 00:19:25.791261117,0 days 00:36:41.491239632,True
U102,2023-05,0 days 00:35:47.474568421,0 days 00:36:41.491239632,False
U102,2023-06,0 days 00:36:16.798725119,0 days 00:36:41.491239632,False
U102,2023-07,0 days 00:40:06.253737991,0 days 00:36:41.491239632,False
U102,2023-08,0 days 00:33:18.215040495,0 days 00:36:41.491239632,False
U102,2023-09,0 days 00:40:46.085193101,0 days 00:36:41.491239632,False
U102,2023-10,0 days 00:41:50.000392703,0 days 00:36:41.491239632,False
U102,2023-11,0 days 00:45:23.775605190,0 days 00:36:41.491239632,False
U102,2023-12,0 days 00:37:12.948114180,0 days 00:36:41.491239632,False
U103,2023-07,0 days 00:36:07.743334829,0 days 00:47:10.150411242,False
U103,2023-08,0 days 00:52:20.884313796,0 days 00:47:10.150411242,False
U103,2023-09,0 days 00:37:58.002638112,0 days 00:47:10.150411242,False
U103,2023-10,0 days 00:53:35.718534784,0 days 00:47:10.150411242,False
U103,2023-11,0 days 00:53:14.631422495,0 days 00:47:10.150411242,False
U103,2023-12,0 days 00:44:23.897628818,0 days 00:47:10.150411242,False
U106,2023-05,0 days 00:25:51.538293229,0 days 00:34:40.494080109,False
U106,2023-06,0 days 00:41:34.599679654,0 days 00:34:40.494080109,False
U106,2023-07,0 days 00:41:57.878992221,0 days 00:34:40.494080109,False
U106,2023-08,0 days 00:35:10.419646891,0 days 00:34:40.494080109,False
U106,2023-09,0 days 00:26:04.114208951,0 days 00:34:40.494080109,False
U106,2023-10,0 days 00:17:54.888589494,0 days 00:34:40.494080109,True
U107,2023-03,0 days 00:38:19.134710295,0 days 00:38:18.936339980,False
U107,2023-04,0 days 00:33:51.005887607,0 days 00:38:18.936339980,False
U107,2023-05,0 days 00:37:46.225750217,0 days 00:38:18.936339980,False
U107,2023-06,0 days 00:30:00.703222809,0 days 00:38:18.936339980,False
U107,2023-07,0 days 00:40:34.210626544,0 days 00:38:18.936339980,False
U107,2023-08,0 days 00:48:58.564234400,0 days 00:38:18.936339980,False
U107,2023-09,0 days 00:32:14.892714738,0 days 00:38:18.936339980,False
U107,2023-10,0 days 00:42:39.814047616,0 days 00:38:18.936339980,False
U107,2023-11,0 days 00:54:13.978163234,0 days 00:38:18.936339980,False
U107,2023-12,0 days 00:31:15.409962949,0 days 00:38:18.936339980,False
U108,2023-02,0 days 00:24:03.346244247,0 days 00:36:09.460133025,True
U108,2023-03,0 days 00:38:24.932595836,0 days 00:36:09.460133025,False
U108,2023-04,0 days 00:34:10.096400767,0 days 00:36:09.460133025,False
U108,2023-05,0 days 00:30:46.276374136,0 days 00:36:09.460133025,False
U108,2023-06,0 days 00:47:57.689549583,0 days 00:36:09.460133025,False
U108,2023-07,0 days 00:36:05.780991599,0 days 00:36:09.460133025,False
U109,2023-05,0 days 00:28:52.985485146,0 days 00:34:41.727969067,False
U109,2023-06,0 days 00:27:39.699350779,0 days 00:34:41.727969067,False
U109,2023-07,0 days 00:34:10.731902778,0 days 00:34:41.727969067,False
U109,2023-08,0 days 00:48:41.024895779,0 days 00:34:41.727969067,False
U109,2023-09,0 days 00:36:38.008498224,0 days 00:34:41.727969067,False
U109,2023-10,0 days 00:31:14.697082127,0 days 00:34:41.727969067,False
U109,2023-11,0 days 00:33:06.631270041,0 days 00:34:41.727969067,False
U109,2023-12,0 days 00:30:24.936749393,0 days 00:34:41.727969067,False
U111,2023-05,0 days 00:13:57.449232193,0 days 00:40:36.241308846,True
U111,2023-06,0 days 00:36:24.208384847,0 days 00:40:36.241308846,False
U111,2023-07,0 days 00:44:40.317337926,0 days 00:40:36.241308846,False
U111,2023-08,0 days 00:32:09.879539168,0 days 00:40:36.241308846,False
U111,2023-09,0 days 00:46:22.712071630,0 days 00:40:36.241308846,False
U111,2023-10,0 days 00:39:59.612404598,0 days 00:40:36.241308846,False
U111,2023-11,0 days 01:03:37.945241058,0 days 00:40:36.241308846,False
U112,2023-04,0 days 00:12:22.418609502,0 days 00:29:27.556197928,True
U112,2023-05,0 days 00:29:10.703871386,0 days 00:29:27.556197928,False
U112,2023-06,0 days 00:26:18.044636158,0 days 00:29:27.556197928,False
U112,2023-07,0 days 00:41:02.350148380,0 days 00:29:27.556197928,False
U112,2023-08,0 days 00:18:13.614890254,0 days 00:29:27.556197928,True
U113,2023-05,0 days 00:23:28.972760903,0 days 00:35:28.905638373,True
U113,2023-06,0 days 01:00:41.337800599,0 days 00:35:28.905638373,False
U113,2023-07,0 days 00:31:33.055424119,0 days 00:35:28.905638373,False
U113,2023-08,0 days 00:32:29.045284683,0 days 00:35:28.905638373,False
U113,2023-09,0 days 00:32:03.377979273,0 days 00:35:28.905638373,False
U113,2023-10,0 days 00:22:31.294550005,0 days 00:35:28.905638373,True
U113,2023-11,0 days 00:39:55.663975898,0 days 00:35:28.905638373,False
U113,2023-12,0 days 00:46:50.452902588,0 days 00:35:28.905638373,False
U114,2023-05,0 days 00:44:55.146866643,0 days 00:33:29.838953073,False
U114,2023-06,0 days 00:20:52.410758675,0 days 00:33:29.838953073,True
U114,2023-07,0 days 00:36:39.290891612,0 days 00:33:29.838953073,False
U114,2023-08,0 days 00:34:50.773121480,0 days 00:33:29.838953073,False
U114,2023-09,0 days 00:41:01.541068466,0 days 00:33:29.838953073,False
U115,2023-02,0 days 00:32:14.046335103,0 days 00:38:11.817477757,False
U115,2023-03,0 days 00:41:19.374987030,0 days 00:38:11.817477757,False
U115,2023-04,0 days 00:35:03.802581134,0 days 00:38:11.817477757,False
U115,2023-05,0 days 00:30:58.075033466,0 days 00:38:11.817477757,False
U115,2023-06,0 days 00:34:32.294059725,0 days 00:38:11.817477757,False
U115,2023-07,0 days 00:26:40.051576628,0 days 00:38:11.817477757,True
U115,2023-08,0 days 00:33:17.529046298,0 days 00:38:11.817477757,False
U115,2023-09,0 days 00:48:11.173937388,0 days 00:38:11.817477757,False
U115,2023-10,0 days 00:43:14.318092168,0 days 00:38:11.817477757,False
