order_id,user_id,order_date,amount
O00751,U001,05.12.2023,1713.91
O00752,U002,05.12.2023,1757.36
O00753,U003,06.12.2023,965.53
O00754,U004,06.12.2023,2293.63
O00755,U005,06.12.2023,1360.03
O00756,U006,06.12.2023,895.4
O00757,U007,07.12.2023,1929.21
O00758,U008,07.12.2023,781.23
O00759,U009,07.12.2023,1522.54
O00760,U010,07.12.2023,1492.7
O00761,U011,08.12.2023,2368.72
O00762,U012,08.12.2023,1879.76
O00763,U013,08.12.2023,1479.98
O00764,U014,08.12.2023,2154.21
O00765,U015,09.12.2023,2612.17
O00766,U016,09.12.2023,1946.25
O00767,U017,09.12.2023,1508.28
O00768,U018,09.12.2023,
O00769,U019,10.12.2023,647.91
O00770,U020,10.12.2023,1255.82
O00771,U021,10.12.2023,1012.39
O00772,U022,10.12.2023,1350.42
O00773,U023,11.12.2023,1545.32
O00774,U024,11.12.2023,1923.75
O00775,U025,11.12.2023,1443.6
O00776,U026,11.12.2023,1889.2
O00777,U027,12.12.2023,1551.58
O00778,U028,12.12.2023,-80.37
O00779,U029,12.12.2023,748.53
O00780,U030,12.12.2023,1384.73
O00781,U031,13.12.2023,532.24
O00782,U032,13.12.2023,1979.94
O00783,U033,13.12.2023,2724.6
O00784,U034,13.12.2023,2475.01
O00785,U035,14.12.2023,1329.25
O00786,U036,14.12.2023,2692.58
O00787,U037,14.12.2023,1618.93
O00788,U038,14.12.2023,1230.33
O00789,U039,15.12.2023,1009.28
O00790,U040,15.12.2023,1258.02
O00791,U041,15.12.2023,1189.46
O00792,U042,15.12.2023,1636.33
O00793,U043,16.12.2023,1628.46
O00794,U044,16.12.2023,1502.44
O00795,U045,16.12.2023,1849.55
O00796,U046,16.12.2023,2452.52
O00797,U047,17.12.2023,2259.64
O00798,U048,17.12.2023,312.08
O00799,U049,17.12.2023,-543.14
O00800,U050,17.12.2023,2247.46
